National Provider Identifier,Last Name/Organization Name of the Provider,First Name of the Provider,Middle Initial of the Provider,Credentials of the Provider,Gender of the Provider,Entity Type of the Provider,Street Address 1 of the Provider,Street Address 2 of the Provider,City of the Provider,Zip Code of the Provider,State Code of the Provider,Country Code of the Provider,Provider Type,Medicare Participation Indicator,Place of Service,HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Number of Services,Number of Medicare Beneficiaries,Number of Distinct Medicare Beneficiary/Per Day Services,Average Medicare Allowed Amount,Average Submitted Charge Amount,Average Medicare Payment Amount,Average Medicare Standardized Amount
1386678860,MAJOR,DOUGLAS,L,O.D.,M,I,1112 VINE ST,,PASO ROBLES,934465505,CA,US,Optometry,Y,O,92250,Photography of the retina,N,143,141,143,84.9,90,62.9979021,58.7479021
1770694267,BUEHNERKEMPER,MARK,L,O.D.,M,I,120 SOUTH MAIN STREET,,LAKEPORT,954535017,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,86,86,86,133,133,87.73081395,101.2933721
1578543732,FIGAZOLO,JOSEPH,F,O.D.,M,I,1001 TOWER WAY STE 150,,BAKERSFIELD,933091586,CA,US,Optometry,Y,O,92134,Diagnostic imaging of retina,N,11,11,11,46.35090909,100,36.33727273,35.17272727
1982615969,ROSE,NORMAN,A,OD,M,I,1299 E PENNSYLVANIA AVE STE B,,ESCONDIDO,920273027,CA,US,Optometry,Y,O,92134,Diagnostic imaging of retina,N,21,18,21,46.98,140,36.83,35.64
1770598443,LIBERMAN,GARY,L,"O.D.,PH.D.",M,I,127 HOSPITAL DR STE 201,,VALLEJO,945892500,CA,US,Optometry,Y,O,92082,Measurement of field of vision during daylight conditions,N,36,36,36,57.17,75,39.68944444,32.76
1205989050,KESWANI,RAHUL,L,O.D.,M,I,11780 SAN PABLO AVE STE B,,EL CERRITO,945307103,CA,US,Optometry,Y,O,92285,Photography of content of eyes,N,21,21,21,21.64619048,60,15.47238095,14.13761905
1205947603,WOLLEAT,WALTER,R,O.D.,M,I,28356 S WESTERN AVE,,RANCHO PALOS VERDES,902751434,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,15,15,15,103.9333333,103.9333333,66.42,83.34666667
1780784348,PATRICK,SHEA,M,O.D.,F,I,3160 J ST,,SACRAMENTO,958164403,CA,US,Optometry,Y,O,92134,Diagnostic imaging of retina,N,48,48,48,46.04,75,27.59395833,27.14395833
1235269861,BROYLES,DONNY,R,O.D.,M,I,31685 US HIGHWAY 79 S,SUITE A,TEMECULA,925922872,CA,US,Optometry,Y,O,92226,Examination of eye by ophthalmoscope with retinal drawing,N,15,15,15,25.28,105,19.82,19.64
1649300310,MITSUUCHI,BRENT,K,O.D.,M,I,1280 S VICTORIA AVE STE 100,,VENTURA,930036550,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,14,14,14,165.96,170,129.8335714,117.0635714
1588668917,BONAKDAR,ALEXANDER,M,O.D,M,I,801 N TUSTIN AVE,STE 404,SANTA ANA,927053608,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,54,40,54,138.82,180,94.26462963,84.14648148
1336153741,BUCHANAN,CAROL,A,OD,F,I,8440 BRENTWOOD BLVD.,# D,BRENTWOOD,94513,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,79,44,79,80.25,126,56.24481013,51.40962025
1386614386,EGHBALI,FARID,,OD,M,I,2601 W ALAMEDA AVE,#204,BURBANK,915054800,CA,US,Optometry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,23,20,23,118.51,145,79.5226087,76.70652174
1538105846,BRUNETTE,MARK,,O.D.,M,I,3085 LOMA VISTA RD,,VENTURA,930032916,CA,US,Optometry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,28,24,28,47.5,100,29.26,26.90285714
1265572085,MOORE,CARI,L,OD,F,I,217 E LAKE AVE,,WATSONVILLE,950764716,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,58,42,58,74.53655172,88.62068966,47.8637931,47.65275862
1962428805,GARDNER,JOSHUA,A,OD,M,I,1360 E HERNDON AVENUE,SUITE 301,FRESNO,93720,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,26,26,26,157.37,203,94.91884615,89.80692308
1780789818,AZEVEDO,LOREN,M,O. D.,M,I,851 BAYSIDE RD,,ARCATA,955216769,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,28,25,28,72,72,41.23464286,42.395
1629061098,GOLDEN,DAVID,B,OD,M,I,11245 WASHINGTON BLVD,,WHITTIER,906063111,CA,US,Optometry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,14,14,14,116.14,169,79.58714286,73.75571429
1366859647,HAJKAZEMSHIRAZI,LEILA,,,F,I,2575 YORBA LINDA BLVD,,FULLERTON,928311615,CA,US,Optometry,Y,F,92133,Diagnostic imaging of optic nerve of eye,N,21,21,21,33.4,134,23.69571429,20.05857143
1306837760,MENDOZA,RAYMUNDO,G,OD,M,I,2411 E PLAZA BLVD,NATIONAL CITY EYECARE,NATIONAL CITY,919505101,CA,US,Optometry,Y,O,92250,Photography of the retina,N,79,77,79,81.54,167.2278481,62.81303798,61.21367089
1710037445,MCDONALD,SHAWN,M,OD,M,I,2802 MALLARD LANE,,PLACERVILLE,95667,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,14,14,14,115,115,77.28,105.43
1306817846,MORRISON,JON,D,OD,M,I,22741 LAMBERT ST STE 1601,,LAKE FOREST,926301617,CA,US,Optometry,Y,O,92250,Photography of the retina,N,38,38,38,87.07421053,150,64.79631579,58.8431579
1700991155,YOH,PAUL,,OD,M,I,72057 DINAH SHORE DR,SUITE D,RANCHO MIRAGE,922701791,CA,US,Optometry,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,27,27,27,110.49,140,71.92259259,72.95962963
1275526279,GUIDO,DONALD,J,,M,I,2248 D ST,,LA VERNE,917505403,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,42,41,42,120.7404762,121.1904762,80.30047619,83.43714286
1306861612,ZARDO,DELMA,F,OD,F,I,19943 AMERICAN AVE,,HILMAR,953249073,CA,US,Optometry,Y,O,92250,Photography of the retina,N,11,11,11,83.2,100,65.14636364,62.22636364
1255349262,SENDROWSKI,DAVID,P,OD,M,I,2575 YOBRA LINDA BLVD,,FULLERTON,928311699,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,31,25,31,82.19,113.8709677,50.92741936,46.40322581
1467882480,NGUYEN,TRACEY,H,OD,F,I,1401 WASHINGTON ST,,KINGSBURG,936311946,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,17,17,17,157.37,175,91.86705882,86.89235294
1972695500,RECALDE,MARGARETTE,,O.D.,F,I,7075 N SHARON AVE,,FRESNO,937203329,CA,US,Optometry,Y,O,92071,Fitting of contact lens for treatment of ocular surface disease,N,57,18,41,41.71263158,124.1403509,31.60438597,26.35
1962472795,FUGIT,TEMPUS,M,O.D.,M,I,1104 PEAR TREE LN,,NAPA,945586446,CA,US,Optometry,Y,O,92225,Examination of eye by ophthalmoscope with retinal drawing,N,21,14,14,30,30,19.00285714,17.23761905
1881633501,WADA,JON,G,O.D.,M,I,2405 FOREST AVE,,SAN JOSE,951281500,CA,US,Optometry,Y,O,92250,Photography of the retina,N,46,45,46,97.60217391,99.30434783,65.87847826,52.51586957
1568405140,GROOM,JULIE,H,OD,F,I,40945 WINCHESTER RD,,TEMECULA,925916031,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,11,11,11,151.14,154,64.99909091,64.26636364
1790778017,CALVERT,BRIAN,,O.D.,M,I,3429 RENNER DR,,FORTUNA,955403104,CA,US,Optometry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,260,256,260,105.4186539,108.3076923,61.3355,63.59192308
1316917479,VANBUSKIRK,RICHARD,H,O.D.,M,I,817 COURT ST,SUITE 10,JACKSON,956422156,CA,US,Optometry,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,47,47,47,110.49,125,56.41595745,55.45531915
1497858930,BAI,STEVEN,I,O.D.,M,I,3030 W OLYMPIC BLVD STE 110,,LOS ANGELES,900066504,CA,US,Optometry,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,106,106,106,95,95,71.74066038,82.66773585
1881761377,MARSH,EMILY,G,OD,F,I,2655 CLEVELAND AVE STE A,,SANTA ROSA,954032779,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,40,34,40,74.95,102,45.62075,44.61425
1497729362,HUR,LINDA,K,OD,F,I,495 CASTRO STREET,MOUNTAIN VIEW OPTOMETRY AND CONTACT LENS CLINIC,MOUNTAIN VIEW,940412086,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,35,25,35,85.79,115.4285714,53.93914286,46.032
1275731655,FRIDEN,JONATHAN,C,O.D.,M,I,68 E CENTRAL AVE STE C,,QUINCY,959719718,CA,US,Optometry,Y,O,92225,Examination of eye by ophthalmoscope with retinal drawing,N,128,63,65,28.56,29,20.38851563,19.41210938
1629259726,CHEN,ROSANNA,,O.D.,F,I,326 WESTLAKE CTR,,DALY CITY,940151431,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,12,12,12,117,117,84.08583333,90.17
1992754246,MC GEORGE,JANICE,M,O.D.,F,I,817 COURT ST STE 10,,JACKSON,956422156,CA,US,Optometry,Y,O,92134,Diagnostic imaging of retina,N,24,22,24,46.25916667,109,32.7275,31.66583333
1649294174,WANG,CINDY,P,O.D.,F,I,729 MISSION ST,SUITE 200,SOUTH PASADENA,910303069,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,39,26,39,77.43,90,57.64794872,54.48794872
1295726875,DAILY,CHARLES,H,OD,M,I,1401 SYLVAN AVE,,MODESTO,953551367,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,91,91,91,100.2197802,100.2197802,63.66934066,83.4221978
1508074006,STEIDLEY,TREVOR,L,O.D.,M,I,100 N D ST,,PORTERVILLE,932573621,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,33,33,33,151.1630303,155.3636364,94.34575758,93.42272727
1447547070,SEMAAN,KHALIL,,O.D.,M,I,275 N EL CIELO RD,,PALM SPRINGS,922626972,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,80,78,80,141.65,213,92.38025,80.49425
1184688004,MARTINEZ,DANIEL,T,O.D.,M,I,14319 RAMONA BLVD,,BALDWIN PARK,917063242,CA,US,Optometry,Y,O,92225,Examination of eye by ophthalmoscope with retinal drawing,N,34,17,17,28.76,34.69705882,22.55,21.34
1760412845,TAKHER,SUKHDEEP,S,O.D.,M,I,1145 COLUSA AVE STE C,NU VISION OPTOMETRY,YUBA CITY,959913630,CA,US,Optometry,Y,O,66984,Removal of cataract with insertion of lens,N,38,28,38,128.3668421,250,100.641579,66.9181579
1851440713,RUPRECHT,PHILLIP,K,O.D.,M,I,1933 CENTRAL AVE STE A,,MCKINLEYVILLE,955193668,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,46,46,46,138.4782609,138.4782609,76.27065217,85.83434783
1164710745,PATTERSON,HENRY,D,"O.D., M.S.",M,I,37333 STATE HIGHWAY 299 E,,BURNEY,960134371,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,75,75,75,157.37,197.88,90.00693333,85.17466667
1215967658,DALLAS,JAMES,R,O.D.,M,I,1356 -- A EAST MAIN ST.,,BARSTOW,923113220,CA,US,Optometry,Y,O,76514,Ultrasound of corneal structure and measurement,N,17,17,17,14.66529412,20,10.82764706,11.10941177
1720176423,WONG,PRIMROSE,,OD,F,I,795 EL CAMINO REAL,,PALO ALTO,943012302,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,65,65,65,154,399,98.14446154,78.64061539
1225011653,SHIPLEY,LES,A,OD,M,I,1430 GUERNEVILLE RD,STE 3,SANTA ROSA,95403,CA,US,Optometry,Y,O,92012,"Eye and medical examination for diagnosis and treatment, established patient",N,117,80,117,80,80,58.83239316,63.54162393
1790855062,ESSER,JOHN,E,OD,M,I,301 W BASTANCHURY RD,SUITE 10,FULLERTON,92835,CA,US,Optometry,Y,O,92133,Diagnostic imaging of optic nerve of eye,N,25,25,25,50.3744,150,37.9608,33.2828
1508886326,HABENER,PAUL,E,O.D.,M,I,220 W CYPRESS ST,,ANAHEIM,928052932,CA,US,Optometry,Y,O,92250,Photography of the retina,N,41,41,41,74.19780488,139.3658537,54.27121951,58.57902439
1144553207,ITO,COLLEEN,,O.D.,F,I,160 S VALENCIA BLVD STE B,,WOODLAKE,932861712,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,38,26,38,74.95,77,49.5131579,48.45473684
1639172273,LARCABAL,JOHN,E,O.D.,M,I,12138 FIRESTONE BLVD,,NORWALK,906504320,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,58,57,58,77.3462069,90.06896552,54.90810345,51.97724138
1346233798,KOYAMA,SANFORD,G,O.D.,M,I,18430 BROOKHURST ST,STE 100,FOUNTAIN VALLEY,927086726,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,61,61,61,127.1311475,127.1311475,88.18606557,86.26590164
1568539146,HILL,WILLIAM,R,O.D.,M,I,1190 PACIFIC COAST HWY,SUITE E,SEAL BEACH,907406247,CA,US,Optometry,Y,O,92134,Diagnostic imaging of retina,N,17,16,17,47.82470588,84.94117647,33.04705882,31.30411765
1740410307,THAMSOPIT,DENA,,O.D.,F,I,4355 PHELAN RD,,PHELAN,923717675,CA,US,Optometry,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,11,11,11,105,105,67.35272727,70.50090909
1326126798,SWEARINGEN,MICHAEL,,O.D.,M,I,1201 N ROSE DR,SUITE 100,PLACENTIA,928703939,CA,US,Optometry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,37,30,37,47.6,61.35135135,36.31135135,33.3145946
1427103381,MCDERMOTT,MICHAEL,A,O.D.,M,I,109 TOWN AND COUNTRY DR STE E,,DANVILLE,945263967,CA,US,Optometry,Y,F,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,224,224,224,105.0204911,124.5535714,82.25830357,79.0765625
1376842559,SCOTT,PATRICK,J,O.D.,M,I,1360 E HERNDON AVE,SUITE 201,FRESNO,937203326,CA,US,Optometry,Y,O,92083,Measurement of field of vision during daylight conditions,N,16,15,16,48.6125,130,34.91375,32.369375
1568565968,PILON,ANDREW,F,OD,M,I,1200 N. TUSTIN AVE.,SUITE 130,SANTA ANA,927053501,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,33,28,33,78.94,100,30.82121212,28.05545455
1336159755,VOGEL,EMILY,L,O.D.,F,I,450 N ROXBURY DR FL 3,THIRD FLOOR,BEVERLY HILLS,902104238,CA,US,Optometry,Y,O,68761,Closure of tear duct opening using plug,N,25,22,25,188.5244,462.24,140.8916,133.5532
1932142841,SHIROYAMA,ONA MAE,R,O.D.,F,I,1280 S VICTORIA AVE,SUITE 100,VENTURA,930036555,CA,US,Optometry,Y,O,92083,Measurement of field of vision during daylight conditions,N,14,12,14,71.69928571,101,54.67714286,48.05142857
1144295171,TORRES,LYDIA MARCELLA,T,O.D.,F,I,10243 GENETIC CENTER DR,,SAN DIEGO,921216310,CA,US,Optometry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,27,22,27,45.74,119.3333333,28.84074074,27.52074074
1154426583,NISHIDA-EUGENIO,LORI,S,OD,F,I,18013 CHATSWORTH ST,,GRANADA HILLS,913445608,CA,US,Optometry,Y,O,92250,Photography of the retina,N,22,21,22,86,86,67.42,62.31
1497735427,PEREZ,LUIS,M,"O.D.,F.A.A.O.",M,I,3352 WHITTIER BLVD,,LOS ANGELES,900232206,CA,US,Optometry,Y,O,92250,Photography of the retina,N,87,87,87,88.06965517,90.12885058,66.01954023,59.28712644
1932288917,CLER,DAVID,N,O.D.,M,I,265 LAGUNA AVE,,LAGUNA BEACH,926512119,CA,US,Optometry,Y,O,92081,Measurement of field of vision during daylight conditions,N,36,36,36,37.31083333,80,23.11444444,20.93222222
1104999523,SANTIZO,WENDY,,O.D.,F,I,1629 STATE ST,SUITE 1,SANTA BARBARA,931012548,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,20,17,20,73.45,111,40.306,40.278
1568434728,FREEMAN,ANNE,M,OD,F,I,10861 CHERRY ST,STE 204,LOS ALAMITOS,90720,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,41,41,41,132.84,150,80.17804878,74.82804878
1881841575,BAJWA,RANJEET,S,O.D.,M,I,1889 KNOLL DR,,VENTURA,930037348,CA,US,Optometry,Y,O,92020,Examination of cornea and iris using lens device and slit lamp,N,25,25,25,28.766,109.3864,22.5536,21.05
1366400921,GARCIA,ROD,A,O.D.,M,I,620 W YOSEMITE AVE,,MADERA,936374523,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,13,13,13,129,129,74.90461539,91.72769231
1902191281,ESCOBAR,FRANCISCA,,O.D.,F,I,16255 VENTURA BLVD,SUITE 705,ENCINO,914362302,CA,US,Optometry,Y,O,92083,Measurement of field of vision during daylight conditions,N,32,24,32,71.698125,147.5,49.185,43.395625
1649261793,YEH,RISCHEL,N,O.D.,F,I,654 N SANTA CRUZ AVE,SUITE A,LOS GATOS,950304360,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,16,13,16,85.79,99,54.64875,46.75125
1962567677,FELESTIAN,CAROL,,O.D.,F,I,2625 W ALAMEDA AVE,208,BURBANK,915054806,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,66,66,66,132.84,205,87.72560606,82.15469697
1356360630,KING,DOUGLAS,C,O.D.,M,I,2030 VIBORG RD,105,SOLVANG,934633219,CA,US,Optometry,Y,O,92134,Diagnostic imaging of retina,N,15,15,15,46.98,65,34.87333333,33.68333333
1518975242,TAUGHER,KAREN,,O.D.,F,I,6555 COYLE AVE,,CARMICHAEL,956080302,CA,US,Optometry,Y,O,92134,Diagnostic imaging of retina,N,80,80,80,47.895875,183.08,35.63575,33.730375
1891704615,JOHNSTON,GLENN,A,OD,M,I,2565 CEANOTHUS AVE,STE 155,CHICO,959737615,CA,US,Optometry,Y,O,92083,Measurement of field of vision during daylight conditions,N,24,19,24,63.945,102,47.64166667,46.93916667
1629483144,ROBERTSON,SAMANTHA,,O.D.,F,I,8730 COSTA VERDE BLVD APT 2310,,SAN DIEGO,921226638,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,17,17,17,131.18,132,80.03470588,75.79294118
1659684751,SLAUGH,RUSSELL,R,O.D.,M,I,56970 YUCCA TRL,SUITE 101,YUCCA VALLEY,922847910,CA,US,Optometry,Y,O,92100,"Multiple measurements of eye fluid pressure over an extended time period, same day",N,13,12,13,43.84615385,43.84615385,31.66153846,60.98230769
1467527028,BLADH,TAYLOR,W,O.D.,M,I,718 N. DIAMOND BAR BLVD.,,DIAMOND BAR,917654122,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,22,22,22,89,89,63.45136364,91.66409091
1366607558,CHI,GRACE,T,O.D.,F,I,100 E CALIFORNIA BLVD,,PASADENA,911053205,CA,US,Optometry,Y,O,92133,Diagnostic imaging of optic nerve of eye,N,19,16,19,47.94947368,93.47368421,34.96473684,32.58
1588952386,COHEN,JAMIE,F,O.D.,F,I,17310 VENTURA BLVD,,ENCINO,913163904,CA,US,Optometry,Y,O,92081,Measurement of field of vision during daylight conditions,N,14,14,14,33.76785714,53.57142857,26.46642857,24.11642857
1326108747,HERNANDEZ,DIANE,M,O.D.,F,I,1235 BUENA VISTA ST,,DUARTE,910102408,CA,US,Optometry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,24,24,24,95.54666667,95.83333333,62.75708333,72.94166667
1770760852,GOLDMAN,MICHAEL,M,O.D.,M,I,24100 EL TORO RD,SUITE C,LAGUNA WOODS,92637,CA,US,Optometry,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,61,61,61,116.69,150,83.54131148,77.69377049
1699740456,GALLAGHER,GARY,,O.D.,M,I,3080 VICTOR AVE,,REDDING,960021449,CA,US,Optometry,Y,O,92250,Photography of the retina,N,37,37,37,79.98108108,83.47297297,59.28351351,58.88783784
1255531331,MENDOZA,MICHAEL,A,O.D.,M,I,7075 N SHARON AVE,,FRESNO,937203329,CA,US,Optometry,Y,O,92083,Measurement of field of vision during daylight conditions,N,36,33,36,68.66111111,267,53.47833333,50.30083333
1497730691,BRUHNS,KARL,A,O.D.,M,I,515 E WASHINGTON BLVD,,CRESCENT CITY,955318342,CA,US,Optometry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,117,106,117,45.74,94,30.31367521,28.9291453
1528172616,SHAH,KUNAL,T,O.D.,M,I,17139 BELLFLOWER BLVD,,BELLFLOWER,907065943,CA,US,Optometry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,12,11,12,113.82,165.6666667,89.24,84.78
1336180603,HAYASHI,MICHAEL,K,O.D.,M,I,1111 E HERNDON AVE,SUITE 101,FRESNO,937203100,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,156,103,156,76.48,83,53.86980769,51.63634615
1659302982,CHAN,TERRENCE,,O.D.,M,I,1752 FILLMORE STREET,,SAN FRANCISCO,941153130,CA,US,Optometry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,25,24,25,51.85,60,37.398,31.5008
1497730691,BRUHNS,KARL,A,O.D.,M,I,515 E WASHINGTON BLVD,,CRESCENT CITY,955318342,CA,US,Optometry,Y,O,92012,"Eye and medical examination for diagnosis and treatment, established patient",N,92,63,92,90.61,147,53.33173913,50.38706522
1104918739,COEN,BRENDA,S,O.D.,F,I,5959 GREENBACK LN,SUITE 130,CITRUS HEIGHTS,956214700,CA,US,Optometry,Y,O,92250,Photography of the retina,N,58,52,58,82.49655172,90.39655172,61.51793103,59.18327586
1942454749,PENN,STEVE,,O.D.,M,I,1758 SIERRA LEONE AVE STE A,,ROWLAND HEIGHTS,917485837,CA,US,Optometry,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,36,36,36,180.97,250,115.8816667,104.2486111
1194893008,DAYYANI,SHAHROKH,,O.D.,M,I,322 WILSHIRE BLVD,,SANTA MONICA,904011312,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,91,36,91,132.84,200,101.5656044,95.25725275
1932142841,SHIROYAMA,ONA MAE,R,O.D.,F,I,1280 S VICTORIA AVE,SUITE 100,VENTURA,930036555,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,36,26,36,80.53,81,54.36194444,49.54833333
1528033875,NEISHI,JOHN,M,O.D.,M,I,15070 HESPERIAN BLVD,SUITE G,SAN LEANDRO,945783546,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,34,33,34,116,116,60.76647059,67.96
1245259761,WHITE,VINCENT,W,O.D.,M,I,15230 BURBANK BLVD,#109,SHERMAN OAKS,914113534,CA,US,Optometry,Y,O,92250,Photography of the retina,N,60,60,60,86.73,150,66.809,61.129
1417967225,MOZAYANI,SUSAN,,O.D,F,I,364 IGNACIO BLVD,,NOVATO,949496037,CA,US,Optometry,Y,O,68761,Closure of tear duct opening using plug,N,52,17,26,126.6488462,191.6538462,99.29596154,58.52980769
1861577744,SIM,NICOLE,J,O.D.,F,I,2118 VINE ST,SUITE E,BERKELEY,947091524,CA,US,Optometry,Y,O,92226,Examination of eye by ophthalmoscope with retinal drawing,N,25,15,15,27.79,30,18.536,16.6528
1700991155,YOH,PAUL,,OD,M,I,72057 DINAH SHORE DR,SUITE D,RANCHO MIRAGE,922701791,CA,US,Optometry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,23,22,23,44.83,56,30.55652174,29.77391304
1437452950,SKROMME,KRISTOPHER,R,O.D.,M,I,801 S VICTORIA AVE STE 206,,VENTURA,930030401,CA,US,Optometry,Y,O,92285,Photography of content of eyes,N,14,12,14,22.22857143,70,16.08214286,13.92928571
1952483836,MARCHIONNA,JOSEPH,J,O.D.,M,I,419 E ROMIE LN,,SALINAS,939014016,CA,US,Optometry,Y,O,92083,Measurement of field of vision during daylight conditions,N,62,58,62,67.37548387,89,41.57129032,40.78645161
1275504391,BRADLEY,DAVID,A,O.D.,M,I,1160 LIVE OAK BLVD,,YUBA CITY,959913407,CA,US,Optometry,Y,O,92250,Photography of the retina,N,157,152,157,83.2,90,57.01082803,54.18006369
1285710939,STEINBERG,CRAIG,S,O.D.,M,I,4454 VAN NUYS BLVD,SUITE C,SHERMAN OAKS,914032912,CA,US,Optometry,Y,O,92133,Diagnostic imaging of optic nerve of eye,N,11,11,11,45.41272727,100,35.60272727,34.35
1508017922,FRASSATO,SARAH,L,O.D.,F,I,555 E TACHEVAH DR,SUITE 101E,PALM SPRINGS,922625750,CA,US,Optometry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,22,22,22,112.57,137,67.205,64.51590909
1972945913,CHAU,ANNE,,O.D.,F,I,11333 SEPULVEDA BLVD,,MISSION HILLS,913451116,CA,US,Optometry,Y,O,92134,Diagnostic imaging of retina,N,24,22,24,46.76041667,47.93708333,36.65791667,35.10625
1962531228,YIM,WALTER,,O.D.,M,I,10088 ADAMS AVE,,HUNTINGTON BEACH,926464905,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,34,21,34,80.55,99,53.86323529,48.91323529
1366583965,BALLINGER,BETH,E,"O.D., F.C.O.V.D.",F,I,901 DOVER DR,STE. 100,NEWPORT BEACH,926605538,CA,US,Optometry,Y,O,92081,Measurement of field of vision during daylight conditions,N,96,93,96,37.65,45,25.82645833,23.30302083
1316913759,ALEXANDER,LOU ANN,F,O.D.,F,I,770 SCOTT BLVD,,SANTA CLARA,950506927,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,25,20,25,87.54,100,60.198,50.4388
1194748509,STEENSMA,DONALD,K,O.D.,M,I,465 W CHANNEL ISLANDS BLVD,,PORT HUENEME,930412102,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,52,52,52,161.5738462,163.25,90.67461539,83.56442308
